Estudiante; c_enrrolado;c_aprobados;sem_cursados;c_bajo_media;c_repetidos;c_mas_repetido;veces_c_mas_repetidos;PGA;PSP_RE_1;PSP_RE_2;PSP_RE_3;PSP_RE_4;PSP_RE_5;PSP_RE_6;PSP_RE_7;PSP_RE_8;PSP_ABS_1;PSP_ABS_2;PSP_ABS_3;PSP_ABS_4;PSP_ABS_5;PSP_ABS_6;PSP_ABS_7;PSP_ABS_8;Dropout
E000196;12;3;2;9;3;A00079;1;0.00735168666667;0.00384573407272;0.00162169511896;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000197;20;18;3;5;0;;0;0.00918960555556;0.00900040768708;0.00873012522546;0.00737871252932;0;0;0;0;0;0.0;0.0;0.001324385;0.0;0.001324385;0.003924506;0.00137844;0.00757563142857;1
E000198;23;15;4;6;1;A00059;1;0.00794630466667;0.00671845109069;0.00669528390946;0.00778413645457;0.00178386457264;0;0;0;0;0.00116762;0.000594621666667;0.0;0.0;0.0;0.0;0.0;0.0;0
E000199;72;47;14;29;21;A00059;3;0.00773928170213;0.00641727899866;0.00570296113923;0.0050921224989;0.0064867803206;0.00429749193912;0.00411910549738;0.00697328872047;0.00697328877868;0.007265192;0.00748682666667;0.00540565;0.00718951666667;0.00567593333333;0.003502862;0.00667597666667;0.0;0
E0002;39;36;7;2;0;;0;0.00955899138889;0.00888688890263;0.00914636012167;0.00934096351266;0.00924366200343;0.00840578616286;0.00852548264499;0.00833551269025;0;0.0;0.005757015;0.004270465;0.00854092666667;0.00821659166667;0.004021808;0.00943285833333;0.00815480571429;1
E00020;64;33;14;32;28;A00063;3;0.00749419545455;0.00756791047752;0.00721654319204;0.00544889559969;0.00518942428753;0.00470291578677;0.00344610202592;0.00632461090572;0.0050921224989;0.007038158;0.00624352666667;0.00435154833333;0.00610838666667;0.00527050833333;0.0;0.00245957166667;0.0;0
E000200;57;29;10;19;24;A00065;4;0.00751012482759;0.00590760340648;0.00642191255465;0.00265957992524;0.00518942428753;0.00470291574796;0.00572998922629;0.00472994389323;0.00659489344495;0.004281276;0.00648678;0.00413531333333;0.0;0.001162215;0.0;0.0;0.0;0
E000201;19;6;4;14;8;A00059;2;0.00800036;0.00664894973549;0.00434614280239;0.00312176300213;0.00231091552996;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000202;6;2;1;5;0;;0;0.0085139;0.00524348082642;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000203;31;28;5;9;0;;0;0.00902936428571;0.00770305166952;0.00843281446335;0.00675030588172;0.0082909159828;0.0102166790515;0;0;0;0.001394658;0.0;0.00159466666667;0.00543267833333;0.00456776666667;0.004119106;0.007865215;0.00778413285714;1
E000204;18;5;3;13;7;A00079;2;0.008108474;0.0037993998932;0.00378395523876;0.00132978996262;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000205;60;49;11;10;7;A0005;3;0.00910465816327;0.00827064516488;0.00700572282076;0.00716248651346;0.00713545829058;0.00791927766598;0.00770305159191;0.00664894990623;0.0100869432092;0.004443446;0.00802739166667;0.00618946666667;0.008730125;0.00910851;0.003535294;0.00902743333333;0.00840964857143;1
E000206;75;58;12;18;13;A00059;2;0.00802459534483;0.00641727899866;0.00627055422713;0.00577323441394;0.00525429202244;0.0053515937645;0.00775170251727;0.00762196684567;0.00650705158478;0.007167894;0.00762196833333;0.00537862166667;0.00783819166667;0.00824362;0.003632588;0.00845984333333;0.00741346714286;0
E000207;5;0;2;5;2;A00075;1;0;0.00397315295413;0.00345961617616;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000208;6;1;1;4;0;;0;0.00843281;0.00456777459476;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000209;26;10;5;11;12;A00079;4;0.006940855;0.00486508527372;0.00616244133562;0.00459480277884;0.00324339014478;0.00587864464615;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E00021;70;50;14;23;18;A00059;2;0.0077938674;0.00603270577267;0.00717600074131;0.00648678024299;0.00413532252423;0.00645434642211;0.00872471947223;0.00559484795667;0.00591918709688;0.006843554;0.00770305;0.00645975166667;0.00800036333333;0.00683814833333;0.00149196;0.00678409;0.0;0
E000210;56;53;9;6;0;;0;0.00895298169811;0.00827064489325;0.00778413641577;0.00888688899577;0.00845984268623;0.0091509938107;0.00970700343273;0.0083864803559;0.00787680463067;0.007524666;0.00837875666667;0.00762196333333;0.00910851833333;0.00883824333333;0.003762328;0.00932475166667;0.00810846857143;1
E000211;17;3;4;13;11;A00056;3;0.00697329;0.00262714598794;0.00413532243692;0.00538402767852;0.00421640719287;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000212;19;9;4;10;6;A00079;2;0.00778413555556;0.00467974862217;0.00574080059305;0.00483805693996;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000213;71;51;13;27;17;A0004;3;0.00828972333333;0.007459797586;0.00648678024299;0.00364881393034;0.00547322089551;0.00574080049992;0.00677868556231;0.00574080049992;0.00514888181351;0.007427366;0.0074598;0.006432725;0.00881120833333;0.008108475;0.003340692;0.00827064666667;0.00776096857143;0
E000214;12;8;4;3;3;A00057;1;0.008149015;0.00751385387654;0.00593540407717;0.00659489352256;0.00859498418868;0;0;0;0;0.001718996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000215;20;16;4;5;2;A00080;1;0.007753733125;0.00595393770241;0.00648678028956;0.00713545840699;0.00790576357394;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000216;12;3;2;6;4;A00077;1;0.00778414;0.00396156943004;0.00476778359152;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000217;6;4;1;1;0;;0;0.009811245;0.00654083676636;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.00137844;0.00141319142857;1
E000218;26;10;6;21;8;A00022;2;0.00734628;0.00703815668821;0.00556781965618;0.00450020385324;0.00405423776247;0.0032433901215;0.00285418340936;0;0;0.0;0.00310825;0.002405515;0.00664895;0.00113518666667;0.001427092;0.000864905;0.00101935142857;1
E000219;32;29;5;14;0;;0;0.00862294241379;0.00732465616117;0.008189560147;0.0077841363049;0.00703410233837;0.0092436619103;0;0;0;0.0;0.0;0.0012433;0.00681112;0.00597324;0.006000268;0.006297585;0.00725129285714;1
E00022;72;35;14;33;27;A0004;4;0.00768219914286;0.0066489498131;0.0082057771273;0.00580566837452;0.00509212268516;0.0052542922087;0.00648678028956;0.0058921588546;0.00429749193912;0.00729763;0.00581107333333;0.00516239666667;0.00478400166667;0.00348664333333;0.0;0.001459525;0.0;0
E000220;16;5;3;9;8;A00079;2;0.008594984;0.004934586385;0.00334069184028;0.0054732208373;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000221;12;6;2;8;3;A00070;1;0.00813550166667;0.00596783789806;0.005536930436;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000222;11;5;2;6;3;A00067;1;0.008238214;0.00625974312425;0.00454074617786;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000223;23;20;4;4;1;A00059;1;0.007784136;0.00657944846898;0.00773007997001;0.00762196688447;0.00702734528265;0;0;0;0;0.003178524;0.00135141333333;0.0;0.0;0.0;0.0;0.0;0.0;0
E000224;16;1;3;15;8;A00075;2;0.00713546;0.00361406334144;0.00178386459593;0.00194603408454;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000225;62;59;10;10;0;;0;0.00855100474576;0.00752929864185;0.0077571082705;0.00859498380062;0.00918960540245;0.00823821090162;0.00821658836988;0.00794630590826;0.00886526641746;0.008757152;0.00789224833333;0.006892205;0.00718951666667;0.00902743333333;0.00324339;0.00889228833333;0.00769147;0
E000226;37;31;6;17;3;A00030;1;0.00832819064516;0.00667597811359;0.00845984284145;0.00713545834878;0.00831697914483;0.00710842999009;0.00486508524045;0;0;0.001297356;0.00275688166667;0.00156763833333;0.00716248833333;0.00310825666667;0.001556828;0.00778412833333;0.00493458571429;1
E000227;53;27;10;24;20;A00079;3;0.00734567962963;0.00532842673627;0.00539213616867;0.00454074623995;0.00736249573529;0.00735168438405;0.00540565031891;0.00382720036432;0.00502725476399;0.006843554;0.00359475666667;0.00297310833333;0.0;0.00202711833333;0.0;0.0;0.0;0
E000228;44;27;6;20;14;A00076;4;0.00726159222222;0.00574800811915;0.00454074633308;0.00394612469245;0.00650705158478;0.00590760360605;0.00522996671498;0;0;0.00415154;0.00324339;0.00232443;0.0;0.00113518666667;0.0;0.0;0.0;0
E000229;21;6;4;17;9;A00080;3;0.00721654333333;0.0036140633747;0.00466237339424;0.00289202291363;0.00105410182732;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E00023;12;9;2;4;2;A00070;1;0.00810847;0.00674625141546;0.00678795230176;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000230;34;14;7;20;13;A00059;3;0.008421235;0.00551376318825;0.00551376314834;0.00457318015397;0.0038920682855;0.00267579682986;0.00421640723168;0.00270282519826;0;0.001297356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000231;12;3;2;8;3;A00077;1;0.00745979666667;0.00470291577013;0.00201090187766;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000232;29;21;4;9;5;A00063;2;0.00784591285714;0.00626564004712;0.00500022641306;0.00618946948089;0.00762196676806;0;0;0;0;0.00298392;0.00151358166667;0.001621695;0.0;0.0;0.0;0.0;0.0;0
E000233;12;11;2;1;0;;0;0.00899303272727;0.00956800095737;0.00729762782742;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000234;7;6;1;2;0;;0;0.00905446166667;0.00776096932324;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.001946034;0.00143249666667;0.00141319142857;1
E000235;6;2;2;5;1;A00058;1;0.007946305;0.00575701752678;0.00486508518225;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000236;5;0;1;4;0;;0;0;0.000648678047583;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000237;25;22;4;1;2;A00063;1;0.00827064318182;0.00748296447897;0.00775710803767;0.00675706293744;0.00886526626224;0;0;0;0;0.005319158;0.00154061;0.0;0.0;0.0;0.0;0.0;0.0;0
E000238;25;23;4;0;0;;0;0.00841871;0.0074134632679;0.00810847547837;0.00870309708019;0.00681111922798;0;0;0;0;0.006000274;0.00129735666667;0.0;0.0;0.0;0.0;0.0;0.0;0
E000239;51;37;8;12;12;A0002;3;0.00781919945946;0.00678291598983;0.00755709903315;0.00537862197962;0.00551376340445;0.00283796642907;0.00643272371963;0.00789224946251;0.00768683468923;0.007103024;0.00756791166667;0.00637866;0.0;0.002405515;0.0;0.0;0.0;0
E00024;19;7;4;8;6;A00079;3;0.00762196714286;0.00583810226193;0.00389206822729;0.0047840004554;0.00202711886959;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000240;67;36;8;34;24;A0003;3;0.007351685;0.00616750917106;0.00466237345245;0.00512455655262;0.00428127511404;0.00389206826221;0.00538402758539;0.00472994393203;0.00476778356824;0.00655165;0.00732465666667;0.00375692666667;0.00635163833333;0.00183792166667;0.0;0.00172981;0.0;0
E000241;21;13;5;17;3;A00019;1;0.00752217076923;0.00567593276501;0.00784900411963;0.00554079156912;0.0;0.00368935626466;0;0;0;0.0;0.00121627166667;0.0;0.00227037333333;0.00416235;0.002335242;0.00383801333333;0.00335922428571;1
E000242;23;14;2;8;3;A0001;1;0.00763355071429;0.0063436895965;0.00300013582455;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000243;33;13;6;20;14;A00062;3;0.00719783230769;0.00467974865543;0.00489211354094;0.00610838473464;0.00149195950944;0.00301635283977;0.000891932315426;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000244;24;18;4;2;3;A00056;1;0.00835173166667;0.00725129366453;0.00610838481225;0.00791927768538;0.00616244152188;0;0;0;0;0.0;0.00143249666667;0.0;0.0;0.0;0.0;0.0;0.0;0
E000245;25;10;5;16;12;A00059;4;0.007281411;0.00538901748279;0.00255416968139;0.000540565039652;0.00216226015861;0.0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000246;51;43;8;11;7;A0004;2;0.00768230767442;0.00632461087246;0.00629217680544;0.00624352615948;0.00661651585251;0.00762196676806;0.00666922095115;0.0071084300677;0.00762196700089;0.007362498;0.00745979833333;0.00556781666667;0.00713546;0.00518942333333;0.0;0.002702825;0.0;0
E000247;21;15;4;4;4;A00075;1;0.00723276066667;0.00630144382428;0.00613000746816;0.00589215871878;0.00675706301505;0;0;0;0;0.0;0.00108113;0.0;0.0;0.0;0.0;0.0;0.0;0
E000248;72;63;13;13;2;A00064;1;0.00866191047619;0.00708912419421;0.00700572263449;0.00681111930559;0.00491914176382;0.0085138992096;0.00840964740408;0.00794630583065;0.00910465951477;0.00781657;0.00762196833333;0.00600027;0.00821658833333;0.00862200333333;0.003892064;0.008676065;0.00757563571429;0
E000249;19;8;4;15;6;A00064;3;0.00701383125;0.0066489498131;0.0063894786872;0.00340555963339;0.00385152574745;0;0;0;0;0.003275826;0.00091896;0.000756791666667;0.0;0.0;0.0;0.0;0.0;1
E00025;12;2;2;8;4;A00077;1;0.00754088;0.00393840224881;0.00308122066781;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000250;19;11;4;10;4;A0009;1;0.00778413818182;0.00773007981479;0.00729762790725;0.00464885918579;0.00574080059305;0;0;0;0;0.004735352;0.0035407;0.00416235;0.0;0.000756791666667;0.0;0.0;0.0;1
E000251;21;12;4;9;4;A00079;2;0.0080003625;0.0053747608659;0.00557863097638;0.00514888187172;0.00593540407717;0;0;0;0;0.0;0.0;0.00156763833333;0.0;0.0;0.0;0.0;0.0;0
E000252;27;16;6;10;7;A00080;2;0.00778413625;0.00553693030296;0.00531105138361;0.00648678047583;0.00609757360071;0.00664894965788;0.00713545829058;0;0;0.001621696;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000253;7;6;1;0;0;;0;0.0100274616667;0.00859498392258;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.00207576;0.00140546833333;0.00150585714286;1
E000254;7;1;1;6;0;;0;0.00681112;0.0030580535531;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000255;12;7;2;1;2;A00070;1;0.00908148428571;0.00807604128495;0.00669528397598;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000256;12;5;2;6;0;;0;0.008011174;0.0080111737363;0.00243254262023;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000257;10;2;2;9;3;A00067;1;0.00875715;0.004832651373;0.00068111193832;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000258;70;64;12;3;1;A00059;1;0.00938049015625;0.00834014625954;0.00783819301675;0.00914636040106;0.00833551269025;0.0078073034196;0.00942899845541;0.00948691616456;0.00910852057859;0.008497682;0.00902743333333;0.00618946166667;0.00924366;0.00918960333333;0.003794766;0.00964908166667;0.00827063428571;0
E000259;65;42;11;41;17;A00010;2;0.0078266097619;0.0042569496145;0.0021622601198;0.00135141259913;0.00684355329722;0.00726519385353;0.00578404573025;0.00739029611993;0.00576860105087;0.002886618;0.00500022833333;0.00600027166667;0.00713545833333;0.00767602333333;0.005221854;0.00775710833333;0.00776097428571;0
E00026;7;0;1;5;0;;0;0;0.00312755481407;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000260;40;23;8;21;14;A00080;2;0.00744569695652;0.00491141940334;0.00541646154597;0.00624352612067;0.00612189888489;0.00745979743078;0.00486508533359;0.00418937889238;0.00535159383435;0.004508312;0.00143249666667;0.00243254333333;0.0;0.0;0.0;0.0;0.0;0
E000261;19;4;4;13;10;A00075;3;0.0081084725;0.00442491092586;0.00252984426916;0.0025541697396;0.0027568815276;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000262;33;28;5;16;3;A00033;1;0.00845018821429;0.00687193288468;0.00720495950165;0.00794630602468;0.00748296441244;0.00882665460397;0;0;0;0.0;0.00127032833333;0.00108113;0.00497319833333;0.00337852833333;0.001783864;0.00762196666667;0.00511992428571;1
E000263;16;9;3;5;3;A00075;1;0.00810847666667;0.00595393763589;0.00604081421625;0.00405423780903;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000264;38;23;8;11;11;A00080;2;0.00807322;0.0055137633213;0.00648678012658;0.00632461085916;0.00389206822729;0.00789224930728;0.00535159381106;0.0069084210787;0.00645434642211;0.005448896;0.0012433;0.002837965;0.0;0.0;0.0;0.0;0.0;0
E000265;63;46;10;16;14;A0004;4;0.0076677976087;0.00669528397598;0.00700031717618;0.00664894989071;0.00551376332684;0.00553693036948;0.0061300075613;0.0066489498131;0.00736712910501;0.007524666;0.007324655;0.00610838666667;0.008243615;0.00740574166667;0.0;0.00648678;0.0;0
E000266;7;1;1;6;0;;0;0.00681112;0.00252521087948;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000267;47;42;7;9;0;;0;0.009247525;0.00832470133901;0.00880348742274;0.00968383638454;0.00677057687426;0.00731789902784;0.00808530846345;0.00993288261816;0;0.00298392;0.00900040333333;0.00559484833333;0.00910851833333;0.00967611166667;0.003989374;0.00843281666667;0.00792314142857;1
E000268;24;3;4;20;15;A00077;3;0.00778413666667;0.00282638287172;0.00142709170468;0.00375306576357;0.000973017071374;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000269;58;47;10;20;5;A0004;1;0.00847421787234;0.00840038051829;0.00579176814894;0.00725708540995;0.00794630598587;0.00824361659276;0.00752061093226;0.00491141933682;0.00700031702096;0.002756882;0.00794630666667;0.00545970333333;0.00808145;0.00816253;0.00613;0.00845984166667;0.00741346285714;1
E00027;33;23;6;8;6;A0002;2;0.0077136273913;0.00699645593496;0.00686517582896;0.00681111930559;0.00483805690116;0.00616244124249;0.00329744656725;0;0;0.005481332;0.00127032833333;0.00091896;0.0;0.0;0.0;0.0;0.0;0
E000270;29;11;6;18;13;A00063;3;0.00720917272727;0.00590297011659;0.00467048184946;0.00230280701071;0.00470291571692;0.00645434651524;0.00527050899109;0;0;0.0038272;0.000324338333333;0.000945988333333;0.0;0.0;0.0;0.0;0.0;1
E000271;65;48;12;14;15;A00079;2;0.007932790625;0.00544426217675;0.00515699032694;0.00740574082981;0.00687598707154;0.00782467867248;0.00625974293798;0.0068111193832;0.00594621516454;0.007427366;0.008081445;0.005027255;0.00894634833333;0.00635163833333;0.001686562;0.00691923;0.00120468714286;0
E000272;19;14;4;6;2;A000107;1;0.00842122571429;0.00757563273822;0.00735168438405;0.00324339023791;0.0051488817553;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000273;14;3;4;11;7;A00057;2;0.00648678;0.00648678047583;0.00405423776247;0.00320284781628;0.00162169511896;0;0;0;0;0.0;0.000270283333333;0.000270283333333;0.0;0.0;0.0;0.0;0.0;1
E000274;68;47;14;24;20;A00059;3;0.00771167723404;0.00470291574796;0.0073300617747;0.00512455655262;0.00637866727387;0.00531105144182;0.00506779714487;0.00531915989704;0.0051894241944;0.007005724;0.00797333166667;0.00510834333333;0.00716248833333;0.00797333166667;0.0;0.006108385;0.00509675714286;0
E000275;4;1;1;3;0;;0;0.00859498;0.00393261059071;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000276;77;65;13;12;6;A00059;1;0.00856255107692;0.00708912432726;0.00710302446969;0.00853011598811;0.00596783789806;0.00802739065451;0.00704279009785;0.00553693036948;0.00886526649507;0.007362498;0.00829767166667;0.00705437333333;0.00762196666667;0.00848687166667;0.00324339;0.00954097333333;0.00771463571429;0
E000277;7;6;1;2;0;;0;0.00935178;0.00801580718585;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.00140546833333;0.00275688142857;1
E000278;62;47;12;29;10;A00024;2;0.00826374404255;0.00732465608356;0.00791927776299;0.00664894989071;0.0075679103223;0.00525892549194;0.00827064497086;0.00840578616286;0.00447587845847;0.007589536;0.00783819333333;0.00518942833333;0.007703055;0.00862201;0.00366503;0.00751385666667;0.00722811714286;0
E000279;17;5;3;11;7;A00080;3;0.007070592;0.0;0.0038650399074;0.00109464416164;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E00028;31;26;5;15;0;;0;0.008732205;0.00847335672006;0.00840578616286;0.00727735680994;0.00528209257339;0.00791927753016;0;0;0;0.0;0.001621695;0.0;0.00108113;0.00456778166667;0.003567728;0.00794629833333;0.00509675571429;1
E000280;7;3;1;3;0;;0;0.00745979666667;0.00458708036292;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000281;44;35;7;24;4;A00017;1;0.00843281314286;0.00583810228854;0.00625510966139;0.00749223111197;0.00808144717788;0.00694085499272;0.00720495956817;0.00763998572559;0;0.0;0.00616244166667;0.002243345;0.00737871166667;0.00586512333333;0.003697464;0.00835172833333;0.00748296571429;1
E000282;5;2;1;5;0;;0;0.007865225;0.00473534963094;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000283;10;6;2;2;3;A00067;1;0.00832470333333;0.00720032621175;0.00729762781411;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000284;38;34;6;4;3;A00065;1;0.00915780647059;0.00785363758249;0.00902743590996;0.00648678039821;0.00716789197177;0.00813164242676;0.0100776764697;0;0;0.008530114;0.0100544983333;0.00645974666667;0.0;0.003432595;0.0;0.0;0.0;0
E000285;53;31;10;19;18;A0002;3;0.00739179096774;0.00549059620659;0.0073300617747;0.00658408189192;0.00531915985048;0.00733006168157;0.00527050889408;0.00405423762277;0.0052434806712;0.006940856;0.00527051166667;0.00324339;0.0;0.00145952666667;0.0;0.0;0.0;0
E000286;41;34;7;20;4;A00025;1;0.00856159764706;0.00681111946081;0.00713545829058;0.00600027171895;0.00800036227641;0.00678795216871;0.00762196696763;0.00893959426321;0;0.0;0.005351595;0.00359475833333;0.00486508666667;0.005811075;0.003243392;0.00794630666667;0.00771463714286;1
E000287;33;30;5;10;0;;0;0.00888689266667;0.00762196695432;0.00901199125552;0.00774359400384;0.00720753365507;0.00964908557944;0;0;0;0.0;0.00127032833333;0.00154061;0.00789225;0.00462183666667;0.005254292;0.00862201833333;0.00715862428571;1
E000288;7;1;2;7;3;A00056;1;0.00973017;0.00527050899109;0.00162169511896;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000289;21;8;4;11;8;A00077;2;0.00798684625;0.00470291573687;0.00308122066781;0.00681111946081;0.00397315283772;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E00029;15;3;3;12;8;A00077;2;0.00718951666667;0.00410057185218;0.00243254262023;0.0025541697396;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000290;37;23;7;13;12;A00064;3;0.00814372782609;0.00745979756383;0.00837875778476;0.00546742915841;0.0043245201814;0.00416235078592;0.00494617014192;0.00591918698046;0;0.004054238;0.00108113;0.00281093833333;0.0;0.0;0.0;0.0;0.0;0
E000291;66;59;10;16;4;A00065;1;0.00800952440678;0.00655628162037;0.00740574106264;0.00764899506855;0.00748682565366;0.00804360760376;0.00799264000463;0.00664894989071;0.00845984253101;0.007589532;0.00713546;0.00670300666667;0.007811165;0.00808144833333;0.00314609;0.00848686666667;0.00736712857143;0
E000292;12;5;2;8;2;A00070;1;0.008205776;0.00638947859406;0.00467974865543;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000293;5;4;1;2;0;;0;0.0092842;0.00742736356333;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0012433;0.00134369;1
E000294;40;22;4;18;15;A00057;3;0.007172315;0.00516827174705;0.00459480277884;0.004832651373;0.00548673510396;0;0;0;0;0.00356773;0.00118924333333;0.000648678333333;0.0;0.0;0.0;0.0;0.0;0
E000295;10;4;2;8;3;A00067;1;0.007865225;0.00616244133562;0.00360016312916;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000296;60;54;9;9;2;A0002;1;0.0085799662963;0.00745979743078;0.00583810228854;0.00740574090742;0.00757563273822;0.00725129359801;0.00824747780072;0.00818956020521;0.00908149231691;0.00739493;0.007784135;0.00505428333333;0.00889229333333;0.00832469666667;0.005708364;0.00867605833333;0.00847915142857;1
E000297;24;23;4;0;0;;0;0.00870779521739;0.00820114370435;0.00856795565536;0.00783819301675;0.00888688890263;0;0;0;0;0.006097576;0.0018109;0.0;0.0;0.0;0.0;0.0;0.0;0
E000298;12;2;2;8;4;A00075;1;0.0074598;0.00442491075955;0.00291905114427;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000299;21;15;4;6;5;A00059;2;0.00776251266667;0.00611610723925;0.00508131137273;0.00648678035941;0.00810847559478;0;0;0;0;0.0;0.00148655333333;0.0;0.0;0.0;0.0;0.0;0.0;0
E0003;34;11;8;23;21;A00059;4;0.00754825454545;0.00554619715549;0.0040542377159;0.00158115269733;0.00482454290614;0.00800036235402;0.0038920681458;0.00202711881138;0.00563539040741;0.002270372;0.001162215;0.0;0.0;0.0;0.0;0.0;0.0;0
E00030;11;9;2;4;2;A00070;1;0.00773007444444;0.00697328899987;0.00737871260693;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000300;30;22;6;21;6;A00019;2;0.00821904272727;0.0045812886674;0.00651921425015;0.00791927776299;0.00814901763806;0.00713545821297;0.00794630590826;0;0;0.00132979;0.00140546833333;0.0;0.00467588666667;0.004081265;0.001686562;0.00545970833333;0.00366039714286;1
E000301;21;8;4;13;6;A00079;2;0.00760169625;0.00456391338126;0.00418397327885;0.00673003471456;0.00295148510486;0;0;0;0;0.0;0.0;0.000702735;0.0;0.0;0.0;0.0;0.0;0
E000302;51;45;7;16;2;A00024;2;0.00871751266667;0.00737871260693;0.00820114377088;0.00688062049448;0.00901199118899;0.00682913821139;0.00752929850881;0.00835172971711;0;0.00431371;0.00743276833333;0.005324565;0.00778414;0.00883823833333;0.005838102;0.008432815;0.00827063428571;1
E000303;10;2;2;7;3;A00067;1;0.009568;0.0050921226386;0.00178386461921;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000304;52;26;10;23;23;A0005;5;0.00812095269231;0.00697328875374;0.00791927753016;0.00502725469414;0.0038920682855;0.00272985338233;0.00606513964012;0.00188116631471;0.00437857673969;0.007978744;0.00400018166667;0.00310825166667;0.0;0.0;0.0;0.0;0.0;0
