Estudiante; c_enrrolado;c_aprobados;sem_cursados;c_bajo_media;c_repetidos;c_mas_repetido;veces_c_mas_repetidos;PGA;PSP_RE_1;PSP_RE_2;PSP_RE_3;PSP_RE_4;PSP_RE_5;PSP_RE_6;PSP_RE_7;PSP_RE_8;PSP_ABS_1;PSP_ABS_2;PSP_ABS_3;PSP_ABS_4;PSP_ABS_5;PSP_ABS_6;PSP_ABS_7;PSP_ABS_8;Dropout
E000305;31;21;6;10;7;A00059;2;0.00795402619048;0.00734396199031;0.00789224946251;0.00689220393542;0.00544889541343;0.00632461076602;0.00514888181351;0;0;0.004216408;0.00118924333333;0.001324385;0.0;0.0;0.0;0.0;0.0;0
E000306;21;10;4;12;5;A00079;2;0.008108478;0.00477241691468;0.00308122063871;0.00413532240782;0.00513536770207;0;0;0;0;0.0;0.0;0.00178386666667;0.0;0.0;0.0;0.0;0.0;0
E000307;22;15;4;6;4;A00057;2;0.00767602533333;0.00653311443914;0.00648678039821;0.00535159383435;0.00638947873376;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000308;12;2;2;8;4;A00078;1;0.006567865;0.00229354019809;0.00123248824384;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000309;36;19;9;19;13;A0004;4;0.00714399368421;0.00502725484936;0.00648678047583;0.00661651585251;0.00603270577267;0.0044434444746;0.00600027173225;0.00372989871539;0.00460561406799;0.005351594;0.00408126833333;0.003324475;0.004567775;0.00113518666667;0.0020109;0.0;0.0;1
E00031;19;7;4;11;6;A00079;2;0.00891932285714;0.00523575844376;0.00570836663246;0.0028109382838;0.00421640725108;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000310;13;1;4;13;6;A00064;2;0.00973017;0.00529753727218;0.00332447490655;0.00198657650617;0.00162169511896;0;0;0;0;0.001427094;0.000270283333333;0.0;0.0;0.0;0.0;0.0;0.0;1
E000311;33;17;6;13;10;A00075;1;0.00810847411765;0.00572226688798;0.00784900411963;0.00570836663246;0.00853011617437;0.00418937896999;0.00256227822974;0;0;0.001427092;0.000810848333333;0.0;0.0;0.0;0.0;0.0;0.0;0
E000312;50;42;8;7;6;A00065;1;0.00801194642857;0.00727446071271;0.00835172979472;0.00662192159022;0.00632461080594;0.00609757341444;0.00737871260693;0.00802739053809;0.00785363764901;0.007427366;0.00767602333333;0.006135415;0.00510834166667;0.00629758166667;0.0;0.00275688166667;0.0;0
E000313;25;22;4;13;0;;0;0.00849178318182;0.0077300798924;0.00856254985556;0.00702734532145;0.00693274650257;0;0;0;0;0.0;0.0;0.00108113;0.00362178666667;0.00302716333333;0.001718996;0.00251362666667;0.00722812571429;1
E000314;16;15;2;6;0;;0;0.00908148933333;0.0067647853201;0.00987432100293;0;0;0;0;0;0;0.0;0.0;0.0;0.00129735666667;0.00321636;0.001556828;0.00140546833333;0.00132052285714;1
E000315;90;64;14;36;20;A00020;3;0.0079336365625;0.0071122912424;0.00645975217534;0.00640569569077;0.00723275998607;0.00605924258178;0.00627055430474;0.00543267846418;0.00629217689857;0.00723276;0.00710843166667;0.00651380833333;0.00737871333333;0.00751385333333;0.004605614;0.00883823833333;0.00718179142857;0
E000316;24;22;5;7;0;;0;0.00886772227273;0.00856255004182;0.00904905870557;0.00645434632897;0.00681111915037;0.00950313312933;0;0;0;0.0;0.0;0.0;0.00524348333333;0.00318934;0.00149196;0.00735167666667;0.00514308714286;1
E000317;36;32;8;6;1;A00052;1;0.009192984375;0.00843281447887;0.00900040768708;0.00888688899577;0.0090004078423;0.00758142466657;0.0076625093352;0.00613000744488;0.00956800114363;0.0;0.00156763833333;0.00283796666667;0.00805441666667;0.00632460166667;0.003859634;0.00862201666667;0.00752929714286;1
E000318;14;11;2;4;0;;0;0.00947953272727;0.00668949226383;0.00845984260862;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0017298;0.0;0.00135141333333;0.00389206;1
E000319;51;38;8;22;9;A000104;1;0.00839440578947;0.00802739069331;0.00629217680544;0.00632461082811;0.00645975194251;0.00641727906519;0.00713545842362;0.00755246562351;0.00740574082981;0.001427092;0.00362178666667;0.00148655333333;0.00773008333333;0.00689220333333;0.001524394;0.00756791166667;0.00776096428571;1
E00032;45;20;11;20;20;A00058;5;0.0073949295;0.00713545860102;0.00291905109771;0.00162169511896;0.00583810219541;0.00565276564365;0.00537862205723;0.00628406839678;0.00408667167649;0.004508312;0.00516239666667;0.00516239666667;0.00259471333333;0.0;0.0;0.0;0.0;0
E000320;22;20;4;13;0;;0;0.008043607;0.00782467855606;0.00780730335308;0.00684355329722;0.00648678047583;0;0;0;0;0.0;0.00135141333333;0.00108113;0.00232443;0.00418938166667;0.001654128;0.00483805666667;0.00386889714286;1
E000321;49;44;10;13;1;A00052;1;0.00869081136364;0.00654083692158;0.00766250945162;0.00908149251093;0.00807604147121;0.00873012514785;0.00875715344834;0.00653311443914;0.00792313872703;0.005448896;0.00654083833333;0.00670300333333;0.008703095;0.00870309333333;0.003665034;0.00840578333333;0.00827064714286;0
E000322;62;37;14;26;22;A00059;4;0.00756498972973;0.00637866727387;0.00600027184313;0.00433803442866;0.00506779714487;0.00575701746857;0.00790576369036;0.00567593285814;0.00802739069331;0.006681382;0.00759494;0.00510833833333;0.00243254333333;0.00354070166667;0.0;0.00227037333333;0.0;0
E000323;28;15;6;10;9;A00058;3;0.007665212;0.00546742909189;0.00548673490994;0.00462183100171;0.00529753719456;0.00654083676636;0.00677868546918;0;0;0.001427092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000324;71;35;14;37;32;A00063;4;0.00794167228571;0.00692695459085;0.00557863102295;0.00480021741241;0.00762196676806;0.00629758260523;0.00237848611626;0.00544889545999;0.00415153950453;0.007265192;0.007676025;0.00586512333333;0.00243254333333;0.000810848333333;0.0;0.00218928833333;0.0;0
E000325;24;11;5;9;8;A00080;2;0.00751876818182;0.00569909997284;0.00360827159602;0.00603270567954;0.00324339006329;0.00510833947919;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000326;33;31;5;15;0;;0;0.00844327645161;0.00823821099475;0.00810847524554;0.00699356012046;0.00754088209942;0.00927069022631;0;0;0;0.001297356;0.0;0.0012433;0.00464886;0.00445965833333;0.003665028;0.00845984166667;0.00600027428571;1
E000327;60;54;9;1;2;A00059;1;0.00906047240741;0.00770305166952;0.00710302442312;0.00875715329312;0.00829381203013;0.00806793285301;0.00903515837022;0.0073336655688;0.00882665467049;0.007751702;0.00835173;0.00586512833333;0.00940582666667;0.00924366666667;0.005838104;0.00900041;0.00838648714286;1
E000328;37;21;8;15;9;A0004;2;0.00851003571429;0.00778413657099;0.00725708564278;0.00606513968669;0.0082706448622;0.00697328876704;0.00454074623995;0.00616244129681;0.00502725484936;0.002854184;0.00816253;0.006324605;0.00740574166667;0.007216535;0.00217308;0.00300013666667;0.0;1
E000329;41;22;8;17;13;A00059;3;0.00774728227273;0.00551376328804;0.00671381754801;0.00577323455364;0.00463804793544;0.0070705906488;0.0052705090493;0.00437857666984;0.00441101070028;0.004605616;0.0;0.002540655;0.0;0.000405423333333;0.0;0.0;0.0;0
E00033;5;5;1;2;0;;0;0.007557098;0.00755709903315;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000330;41;18;8;22;16;A00062;3;0.00731564833333;0.00544426217675;0.00762196695432;0.00606513954699;0.00405423762277;0.00366503088735;0.00232442968991;0.00295148510486;0.00450020382414;0.001070318;0.0;0.00151358166667;0.0;0.0;0.0;0.0;0.0;0
E000331;49;21;11;20;23;A00079;4;0.00748296142857;0.00484191819227;0.00480021745898;0.00610838488986;0.00344610208413;0.00622730902396;0.00575701752678;0.00700572272763;0.00632461078931;0.004183972;0.001162215;0.002081175;0.0;0.0;0.0;0.0;0.0;0
E000332;71;51;12;21;16;A00057;2;0.0081784327451;0.00655628162037;0.00740574098503;0.00687598716468;0.00613000746816;0.0049948208034;0.00572998922629;0.00778413657099;0.00766830106399;0.007459796;0.00694626166667;0.00581106666667;0.00818956333333;0.007703055;0.001621696;0.00697329;0.00236304142857;0
E000333;61;26;14;36;29;A00059;4;0.00775294846154;0.00448668980971;0.00544889550656;0.00445966154803;0.00583810228854;0.00608135655057;0.00458128855098;0.00559484801488;0.00783819301675;0.00771927;0.00554079333333;0.0033515;0.00213523166667;0.002405515;0.0;0.00045948;0.0;0
E000334;29;7;6;20;16;A00080;5;0.00769146714286;0.00447124488918;0.00191360022873;0.00502725467086;0.00385152580566;0.00395693609025;0.0010811300793;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000335;10;2;3;9;2;A00080;2;0.007054375;0.00482454290614;0.00162169511896;0.0020757697057;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000336;16;5;3;8;5;A00079;2;0.00739493;0.00511992303655;0.00288661732338;0.0027163393097;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000337;25;15;3;10;6;A00059;3;0.00761115533333;0.0;0.00635704476153;0.00360827159602;0;0;0;0;0;0.001297356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000338;9;6;2;7;0;;0;0.00845984166667;0.00634488207288;0.0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.00129735666667;0.0;1
E000339;66;38;12;35;27;A0003;5;0.00747686815789;0.00745979743078;0.00645434660837;0.00594621531976;0.00713545838371;0.00583810227302;0.00630144379102;0.00559484807309;0.00525429202244;0.0075571;0.00702734666667;0.00483805666667;0.00786522166667;0.00756791166667;0.003113654;0.00567593333333;0.0;0
E00034;59;47;10;36;9;A00015;2;0.00792905212766;0.00762196688447;0.00625974307768;0.00690842112526;0.00681111933663;0.00638947859406;0.00578404574965;0.00754088221584;0.00667597811359;0.004216408;0.00556782;0.00567593333333;0.0072706;0.00743276833333;0.005773228;0.00800036166667;0.00729762142857;1
E000340;44;24;8;17;15;A00063;3;0.00775035125;0.00632461080594;0.00632461090572;0.00557863097638;0.00604081421625;0.0049948208034;0.0047724169812;0.00593540403061;0.00603270567954;0.004865084;0.00129735666667;0.00443263166667;0.0;0.00118924333333;0.0;0.0;0.0;0
E000341;16;9;3;4;3;A00080;2;0.00760394777778;0.00511992300328;0.00729762781411;0.00454074621666;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000342;30;25;2;11;1;A00011;1;0.0074143896;0.00693853829788;0.00162169511896;0;0;0;0;0;0;0.005611066;0.00110815833333;0.00397315833333;0.0;0.0;0.0;0.0;0.0;0
E000343;76;51;14;43;19;A0004;4;0.00780957607843;0.00640569549675;0.00781657034531;0.00492995304521;0.00470291576348;0.0034055596528;0.00554619710892;0.00522185806185;0.0082057771273;0.00697329;0.00737871333333;0.00591918666667;0.00710843166667;0.00778413833333;0.004767784;0.00775710833333;0.00718179285714;0
E000344;7;2;1;4;0;;0;0.00770305;0.00509675592184;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000345;18;16;3;5;0;;0;0.00931461375;0.0072435712597;0.00934096369892;0.00840964740408;0;0;0;0;0;0.0;0.0;0.0;0.001324385;0.00329744833333;0.001816298;0.00148655333333;0.00604660714286;1
E000346;18;8;3;10;4;A00079;2;0.0079057625;0.00625510966139;0.00486508524045;0.000648678047583;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000347;68;46;14;36;18;A00065;3;0.0081507823913;0.0035677292617;0.00656786491163;0.00604081421625;0.00529753734979;0.00668949214742;0.00567593276501;0.00513536762446;0.00770305166952;0.004183974;0.005784045;0.00632461166667;0.007216545;0.00743277166667;0.003016354;0.00864904166667;0.00692695142857;0
E000348;12;4;2;9;2;A00070;1;0.00818956;0.0068111192435;0.00273371451268;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000349;20;11;4;6;4;A00079;2;0.00731237090909;0.00532842670301;0.00567593274172;0.00613000737503;0.00604081421625;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E00035;20;10;4;8;5;A00079;2;0.007930087;0.00498092058115;0.00645434632897;0.00572998922629;0.00418397332542;0;0;0;0;0.0;0.0;0.00129735666667;0.0;0.0;0.0;0.0;0.0;0
E000350;6;2;2;6;1;A00069;1;0.007703055;0.00505968867801;0.0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000351;11;5;2;6;3;A00075;1;0.007881448;0.00461024737784;0.00563539040741;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000352;55;37;10;12;13;A00063;3;0.00807341243243;0.00576860111739;0.00616244142875;0.00478400057182;0.00625974303111;0.00677868546918;0.00716248655226;0.00645975198131;0.00745979736426;0.006519214;0.00783819333333;0.00589216166667;0.00264876833333;0.00581107166667;0.0;0.00340555833333;0.0;0
E000353;21;16;3;3;0;;0;0.0099126175;0.00692695459085;0.00708912432726;0.00864131815199;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.004151548;0.001459525;0.00854865142857;1
E000354;13;3;3;12;5;A00080;2;0.0070814;0.00531915985048;0.00364881393034;0.00162169511896;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000355;35;14;7;22;14;A00059;4;0.00796947642857;0.00600027181208;0.00544889545999;0.00496238688938;0.00443263316993;0.00476778349839;0.00434614284895;0.00332447496476;0;0.001297356;0.000702735;0.0;0.0;0.0;0.0;0.0;0.0;1
E000356;12;6;2;6;2;A00070;1;0.00902743833333;0.00697328886017;0.00546742915841;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000357;20;16;3;4;0;;0;0.00945650625;0.00732465623878;0.00713545829058;0.00837875778476;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.00356772;0.00143249666667;0.00803898285714;1
E000358;11;9;2;2;1;A00070;1;0.00870309111111;0.00765440072864;0.00748682565366;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000359;10;2;3;6;4;A00079;2;0.00648678;0.00608135666698;0.00345961617616;0.00360016310588;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E00036;7;4;2;3;0;;0;0.0083111875;0.00664894992951;0.00491914168621;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000360;7;5;1;3;0;;0;0.008238202;0.00588443642482;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.001297356;0.00121627166667;0.00148268571429;1
E000361;34;27;6;5;5;A00063;2;0.00815051888889;0.0071586254718;0.00651380850468;0.0086760687409;0.00697328881361;0.00621649778138;0.00764899514616;0;0;0.006097572;0.00670301166667;0.00264876833333;0.0;0.0;0.0;0.0;0.0;0
E000362;74;65;12;23;5;A00059;2;0.00813591938462;0.00634777785412;0.00583810239498;0.00749223129824;0.00764899514616;0.00678409108271;0.00794630575304;0.00762196696763;0.00822431088558;0.007297628;0.007486825;0.00645975166667;0.00716248666667;0.00827063666667;0.005416468;0.00840579;0.00755246571429;0
E000363;47;21;10;25;22;A0002;4;0.0076142452381;0.00646361322807;0.00656786518327;0.00545970668706;0.00547322095372;0.00278931548819;0.00300013588276;0.00393261061981;0.0031136546284;0.003243392;0.00159466666667;0.00137844;0.0;0.0;0.0;0.0;0.0;0
E000364;17;15;3;2;0;;0;0.008216588;0.0075987997864;0.00805441887739;0.00648678047583;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000365;7;0;1;6;0;;0;0;0.00139002438768;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000366;7;2;1;5;0;;0;0.00835173;0.00530525958831;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000367;12;3;2;11;3;A00075;1;0.00681112;0.00379939994309;0.00233524090145;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000368;18;6;4;12;5;A00079;2;0.00783819333333;0.00465658160725;0.00506779726129;0.00454074627487;0.00286499465195;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000369;11;8;2;2;2;A00070;1;0.0082706475;0.00768683478236;0.00745979750839;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E00037;56;40;12;23;12;A00022;2;0.00852200725;0.00702734539906;0.00693274635705;0.00656786502805;0.00638947850093;0.00518942423514;0.00638947866391;0.00882202144712;0.00929771844919;0.001297356;0.00640569666667;0.00632461166667;0.00729762833333;0.00908149333333;0.005675926;0.008730125;0.00748296285714;0
E000370;49;40;10;17;3;A0009;1;0.0087814815;0.00891932312931;0.0072705996378;0.0083517296395;0.00927068999348;0.00613541303513;0.00804360751063;0.00425694952719;0.00624352600425;0.003437994;0.00754088166667;0.00583810166667;0.00764899666667;0.00924366833333;0.0019136;0.00786522333333;0.0077378;0
E000371;12;11;2;5;0;;0;0.00916994363636;0.00635704463348;0.00986917310261;0;0;0;0;0;0;0.0;0.0;0.00159466666667;0.0;0.0;0.00227038;0.001324385;0.00148268571429;1
E000372;15;3;3;10;7;A00079;2;0.00718951666667;0.00518942414783;0.00210820362554;0.00174332226743;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000373;22;9;4;13;8;A00058;3;0.0080364;0.00601648876909;0.00252984436229;0.00470291567035;0.000973017032569;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000374;12;1;2;10;4;A00075;1;0.00681112;0.00361406334144;0.00275688162073;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000375;11;8;2;5;1;A00069;1;0.007763865;0.0071678923443;0.00689220412945;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000376;12;9;2;1;2;A00070;1;0.00863101333333;0.00655164821073;0.00727446091228;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000377;34;20;6;13;10;A00057;2;0.007792244;0.0053979278143;0.00762196665164;0.0056110650301;0.00418937889238;0.00591918701927;0.00673003448173;0;0;0.00308122;0.00148655333333;0.000648678333333;0.0;0.0;0.0;0.0;0.0;0
E000378;33;20;6;12;8;A00079;2;0.0078652215;0.005421094929;0.00804360751063;0.00554619710892;0.0055678198114;0.00564349889755;0.00580566846766;0;0;0.001556828;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000379;70;48;14;38;20;A0007;3;0.00792603520833;0.00741925509647;0.0052434806712;0.00640569545794;0.00567593285814;0.00522996659856;0.00628406845499;0.00574080059305;0.00644623779226;0.005546198;0.00732465666667;0.00654083666667;0.00759494166667;0.00781117333333;0.003308258;0.00786522166667;0.00669528571429;0
E00038;11;8;2;3;2;A00070;1;0.00825037125;0.00726519394666;0.00745979743078;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000380;33;26;6;20;4;A00015;2;0.00833925615385;0.00594621524215;0.00810847524554;0.00670300649169;0.00650479913586;0.00857181680788;0.00794630590826;0;0;0.0;0.0;0.001324385;0.00697329;0.00435154833333;0.003178522;0.00491914333333;0.00739029571429;1
E000381;25;11;6;18;9;A00022;2;0.00762196727273;0.00635704472661;0.00735168453927;0.00579755986109;0.00265957987867;0.00562187610194;0.00548132942058;0;0;0.006648952;0.004838055;0.005027255;0.0;0.00286499333333;0.0;0.0;0.0;1
E000382;41;34;6;26;4;A00024;2;0.00817525323529;0.00720032602549;0.00691923235233;0.00618560831728;0.00755246562351;0.0062029837718;0.00818956020521;0;0;0.001459526;0.00232443;0.00310824833333;0.00716248833333;0.00572999666667;0.004508314;0.00786522;0.00690378714286;1
E000383;45;39;7;1;0;;0;0.0102998451282;0.00982747226954;0.0101626223574;0.0105641850137;0.00770305155311;0.00734396199031;0.00882665453745;0.00856255013496;0;0.00204334;0.00835173333333;0.00648678166667;0.010514;0.0104599366667;0.0021082;0.00986530833333;0.00857180285714;1
E000384;12;8;2;5;0;;0;0.00966936125;0.00985990632325;0.00400790359293;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.001459525;0.001978468;0.0;0.00136685714286;1
E000385;26;12;6;13;9;A00059;3;0.00805441833333;0.00667597803598;0.00514888187172;0.0053110512672;0.00529753734979;0.00544889559969;0.00551376317162;0;0;0.001200054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000386;56;41;9;30;12;A00065;2;0.00807683170732;0.00800036235402;0.00613000737503;0.00648678038269;0.00716248659107;0.0057222669545;0.00625510946182;0.00689220416825;0.00803640008801;0.001297356;0.006540835;0.00681112;0.00729763;0.00643272333333;0.002951486;0.00773008;0.00757563142857;1
E000387;33;28;5;18;1;A00027;1;0.00834593785714;0.00632461082811;0.00709491589805;0.0066489498131;0.00735168453927;0.00785363758249;0;0;0;0.0;0.0;0.0;0.00648678333333;0.00418938;0.006584082;0.007486825;0.00725129428571;1
E000388;11;2;2;9;4;A00079;1;0.00713546;0.00391523531705;0.00162169511896;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000389;12;2;2;10;4;A00079;1;0.00818956;0.0039384023486;0.00298391892575;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E00039;18;6;4;11;7;A00079;2;0.00770305166667;0.00616244125801;0.00579755986109;0.00328393254313;0.0027163393388;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000390;77;59;12;30;15;A00082;2;0.00771542135593;0.00627827657653;0.00578404582726;0.00600027184313;0.0072705996378;0.00597324352323;0.00755246569003;0.00632461082811;0.00640569557436;0.007200328;0.00729763;0.006270555;0.00781116666667;0.00778413666667;0.003178524;0.00840578666667;0.00688062428571;0
E000391;54;27;6;31;17;A00063;4;0.00777813185185;0.00668033747183;0.00269201388583;0.00230280703399;0.00312176300213;0.00217307135463;0.000810847559478;0;0;0.00596784;0.00386504166667;0.004081265;0.00351367333333;0.00129735666667;0.0;0.00127032833333;0.0;0
E000392;72;52;14;23;12;A00076;1;0.00833613519231;0.00684355339035;0.0064867803206;0.00556781973379;0.00525892552521;0.00739492941648;0.00799264013767;0.00713545838371;0.00837875778476;0.00781657;0.00775710833333;0.00583810166667;0.00724357166667;0.00808144833333;0.003729896;0.00778413666667;0.00676478571429;0
E000393;78;54;14;45;20;A00065;3;0.00762196851852;0.0075003397651;0.00677057699068;0.00548132937402;0.0046488592634;0.00522185824811;0.00632461076602;0.00608135655057;0.00710302451625;0.007265194;0.00691923333333;0.00589216;0.00716248833333;0.00756791166667;0.002789316;0.008000365;0.00676478571429;0
E000394;21;9;4;9;7;A00079;2;0.00769404222222;0.00611610717273;0.00334069188684;0.00531915994361;0.00227037316654;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000395;85;63;14;21;15;A0004;5;0.00830153539683;0.00708912412769;0.00810847533867;0.00771926855668;0.00294221824567;0.0077300798924;0.0076219669011;0.00677868532948;0.00690378754267;0.007816572;0.00778413833333;0.005648905;0.00775711;0.00786522166667;0.003762336;0.008432815;0.00759880714286;0
E000396;34;31;6;5;2;A00057;1;0.00794630548387;0.00894635116371;0.00587864476256;0.00762196692328;0.00723276007921;0.00764899514616;0.00848687098672;0;0;0.007524666;0.0068922;0.00291905166667;0.0;0.00127032833333;0.0;0.0;0.0;0
E000397;40;33;6;7;4;A00065;2;0.00817727484848;0.00729762782742;0.00832470141662;0.00713545829058;0.00537476089916;0.00822431075254;0.00748296447897;0;0;0.006259744;0.007324655;0.00554079166667;0.0;0.002081175;0.0;0.0;0.0;0
E000398;24;6;5;19;13;A00080;4;0.00670300666667;0.00361406330818;0.0031136544887;0.00429749191971;0.00401369534666;0.000810847559478;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000399;17;5;4;11;8;A00079;3;0.007621966;0.00412373896688;0.00385152583476;0.00118924304843;0.00102707355594;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E0004;11;3;2;9;3;A00070;1;0.00773007666667;0.00463804793544;0.00416235074711;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E00040;18;5;4;13;8;A00079;3;0.007946306;0.00472608271853;0.00312176300213;0.00113518656387;0.00105410179822;0;0;0;0;0.0;0.0;0.000405423333333;0.0;0.0;0.0;0.0;0.0;1
E000400;31;27;5;19;1;A00031;1;0.00842080555556;0.00710302442312;0.00827064497086;0.00729762789394;0.00664894986484;0.00924366200343;0;0;0;0.0;0.0;0.00118924333333;0.00572999;0.00437858333333;0.003210956;0.00532455833333;0.00704279142857;1
E000401;13;3;3;11;4;A00079;1;0.00816253;0.00452047509316;0.0;0.00141898321453;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000402;5;2;1;4;0;;0;0.009000405;0.00606513945386;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000403;12;9;2;1;0;;0;0.00891931888889;0.0088868890889;0.0066721169278;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000404;58;34;11;15;20;A0004;4;0.00737871294118;0.00609294005803;0.00531915994361;0.00640569557436;0.0073300617747;0.00521645252593;0.00694085508585;0.00651921420358;0.00515699042007;0.006875988;0.00770305333333;0.00375692666667;0.00389207;0.00227037333333;0.0;0.00110815833333;0.0;0
E000405;13;4;4;10;5;A00058;2;0.0078652175;0.0066489498131;0.00389206816908;0.00425694952719;0.00383801168452;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000406;11;3;3;7;4;A00064;1;0.00686517666667;0.00705437338911;0.0032433901797;0.00366503093392;0;0;0;0;0;0.002464976;0.000945988333333;0.0;0.0;0.0;0.0;0.0;0.0;1
E000407;11;3;2;7;3;A00079;1;0.00832470333333;0.00523575834398;0.00336501729907;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000408;12;8;2;4;2;A00070;1;0.008270645;0.00684355329722;0.00613927425418;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
E000409;20;17;3;5;0;;0;0.00894794058824;0.00733817042783;0.00902743575474;0.00654083676636;0;0;0;0;0;0.0;0.0;0.00135141333333;0.0;0.00129735666667;0.003632602;0.0012433;0.00752929428571;1
E00041;6;0;1;5;0;;0;0;0.000810847559478;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000410;12;0;2;10;5;A00080;1;0;0.00145952559875;0.00129735609517;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000411;12;5;2;6;2;A00079;1;0.008497672;0.00470291583666;0.00282174947206;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
E000412;21;12;4;6;3;A00079;2;0.00813550416667;0.00560643151402;0.00677057693247;0.00632461076602;0.00671381764114;0;0;0;0;0.0;0.0;0.001459525;0.0;0.0;0.0;0.0;0.0;0
E000413;24;17;4;4;3;A00082;1;0.00753611235294;0.00664894987962;0.00589215879639;0.00543267846418;0.00502725476399;0;0;0;0;0.0;0.0;0.00137844;0.0;0.0;0.0;0.0;0.0;0
