"estudiante","agno","semestre","evaluacion","curso","estado"
"E0008",2010,2,0.00778413635799132,"A00015","CURSADA"
"E0008",2010,2,0.00810847537290763,"A00087","CURSADA"
"E0008",2011,1,0.00745979734307502,"A00035","CURSADA"
"E0008",2011,1,0.00729762783561686,"A00086","CURSADA"
"E0008",2011,1,0.00745979734307502,"A00016","CURSADA"
"E0008",2011,1,0.00875715340274024,"A00054","CURSADA"
"E0008",2011,1,0.00778413635799132,"A00017","CURSADA"
"E0008",2011,1,0.0064867802983261,"A00088","CURSADA"
"E0008",2011,2,0.00681111931324241,"A00031","CURSADA"
"E0008",2011,2,0.00194603408949783,"A00048","CURSADA"
"E0008",2011,2,0.0100545094624055,"A00046","CURSADA"
"E0008",2011,2,0.00745979734307502,"A00021","CURSADA"
"E0008",2011,2,0.00162169507458153,"A00052","CURSADA"
"E0008",2011,2,0.00291905113424675,"A00039","CURSADA"
"E0008",2011,2,0.00486508522374458,"A00023","CURSADA"
"E0008",2012,2,0.00762196685053317,"A00048","CURSADA"
"E0008",2012,2,0,"A00051","CURSADA"
"E0008",2012,2,0.00778413635799132,"A00021","CURSADA"
"E0008",2012,2,0,"A00052","CURSADA"
"E0008",2012,2,0,"A00039","CURSADA"
"E0008",2012,2,0.00973017044748915,"A00023","CURSADA"
"E0009",2009,1,0.00745979734307502,"A00017","CURSADA"
"E0009",2009,1,0.00940583143257285,"A00024","CURSADA"
"E0009",2009,1,0.00713545832815871,"A00018","CURSADA"
"E0009",2009,1,0.00827064488036578,"A00016","CURSADA"
"E0009",2009,1,0.00729762783561686,"A00019","CURSADA"
"E0009",2009,1,0.0100545094624055,"A00020","CURSADA"
"E0009",2009,1,0.00762196685053317,"A0003","CURSADA"
"E0009",2009,2,0.00778413635799132,"A00031","CURSADA"
"E0009",2009,2,0.00859498389528208,"A00021","CURSADA"
"E0009",2009,2,0.00745979734307502,"A00034","CURSADA"
"E0009",2009,2,0.00810847537290763,"A00033","CURSADA"
"E0009",2009,2,0.0108653569996962,"A00032","CURSADA"
"E0009",2009,2,0.0105410179847799,"A00023","CURSADA"
"E0009",2010,1,0.00859498389528208,"A00036","CURSADA"
"E0009",2010,1,0,"A00037","CURSADA"
"E0009",2010,1,0.009568000940031,"A00030","CURSADA"
"E0009",2010,1,0.0098923399549473,"A00089","CURSADA"
"E0009",2010,1,0.0092436619251147,"A00028","CURSADA"
"E0009",2010,1,0.00810847537290763,"A00035","CURSADA"
"E0009",2010,1,0.00940583143257285,"A00038","CURSADA"
"E0009",2010,2,0.00859498389528208,"A00043","CURSADA"
"E0009",2010,2,0.009568000940031,"A00040","CURSADA"
"E0009",2010,2,0.00891932291019839,"A00049","CURSADA"
"E0009",2010,2,0,"A00042","CURSADA"
"E0009",2010,2,0.00973017044748915,"A00050","CURSADA"
"E0009",2010,2,0.00859498389528208,"A00041","CURSADA"
"E0009",2010,2,0.00810847537290763,"A00015","CURSADA"
"E0009",2011,1,0.00973017044748915,"A00027","CURSADA"
"E0009",2011,1,0.0113518655220707,"A00052","CURSADA"
"E0009",2011,1,0,"A00051","CURSADA"
"E0009",2011,1,0.0098923399549473,"A00053","CURSADA"
"E0009",2011,1,0.009568000940031,"A00039","CURSADA"
"E0009",2011,1,0.0105410179847799,"A00054","CURSADA"
"E0009",2011,1,0.0092436619251147,"A00090","CURSADA"
"E00010",2012,1,0,"A00082","RECONOCIDA"
"E00010",2012,1,0.00713545832815871,"A00057","RECONOCIDA"
"E00010",2012,1,0.00729762783561686,"A00074","RECONOCIDA"
"E00010",2012,1,0.00778413635799132,"A00079","RECONOCIDA"
"E00010",2012,1,0.00794630586544947,"A00078","RECONOCIDA"
"E00010",2012,1,0.00810847537290763,"A00080","RECONOCIDA"
"E00010",2012,1,0.00875715340274024,"A00075","RECONOCIDA"
"E00010",2012,1,0.00875715340274024,"A00081","RECONOCIDA"
"E00010",2012,1,0.00827064488036578,"A00056","RECONOCIDA"
"E00010",2012,1,0.0092436619251147,"A00060","CURSADA"
"E00010",2012,1,0,"A00076","RECONOCIDA"
"E00010",2012,1,0.00973017044748915,"A00077","RECONOCIDA"
"E00010",2012,1,0.00843281438782393,"A00061","CURSADA"
"E00010",2012,1,0.00324339014916305,"A00059","RECONOCIDA"
"E00010",2012,1,0.0064867802983261,"A00059","CURSADA"
"E00010",2012,1,0.0030812206417049,"A00058","RECONOCIDA"
"E00010",2012,1,0.00713545832815871,"A00058","CURSADA"
"E00010",2012,1,0.00859498389528208,"A0001","CURSADA"
"E00010",2012,2,0.00713545832815871,"A00062","CURSADA"
"E00010",2012,2,0,"A0005","ANULADA"
"E00010",2012,2,0,"A00063","ANULADA"
"E00010",2012,2,0.0064867802983261,"A00065","CURSADA"
"E00010",2012,2,0.0064867802983261,"A00064","CURSADA"
"E00010",2013,1,0.00729762783561686,"A00010","CURSADA"
"E00010",2013,1,0.00713545832815871,"A0002","CURSADA"
"E00010",2013,1,0.00697328882070056,"A0005","CURSADA"
"E00010",2013,1,0.00600027177595164,"A00063","CURSADA"
"E00010",2013,1,0,"A0004","ANULADA"
"E00010",2013,2,0,"A00014","CURSADA"
"E00010",2013,2,0.00745979734307502,"A00083","CURSADA"
"E00010",2013,2,0.00437857670137012,"A0007","CURSADA"
"E00010",2013,2,0.00745979734307502,"A0009","CURSADA"
"E00010",2013,2,0.0064867802983261,"A00063","CURSADA"
"E00010",2013,2,0.00762196685053317,"A0003","CURSADA"
"E00010",2013,2,0.00389206817899566,"A0004","CURSADA"
"E00010",2014,1,0.00729762783561686,"A00013","CURSADA"
"E00010",2014,1,0.00973017044748915,"A00091","CURSADA"
"E00010",2014,1,0.00664894980578425,"A00011","CURSADA"
"E00010",2014,1,0.00697328882070056,"A00012","CURSADA"
"E00010",2014,1,0.00567593276103534,"A0004","CURSADA"
"E00010",2014,2,0.0102166789698636,"A0006","CURSADA"
"E00010",2014,2,0.00567593276103534,"A0007","CURSADA"
"E00010",2014,2,0.0034055596566212,"A00025","CURSADA"
"E00010",2014,2,0.00729762783561686,"A0008","CURSADA"
"E00010",2014,2,0.00405423768645381,"A00022","CURSADA"
"E00010",2014,2,0.0064867802983261,"A0004","CURSADA"
"E00010",2015,1,0,"A00017","ANULADA"
"E00010",2015,1,0,"A00024","CURSADA"
"E00010",2015,1,0.00421640719391197,"A00016","CURSADA"
"E00010",2015,1,0.00486508522374458,"A00018","CURSADA"
"E00010",2015,1,0.00437857670137012,"A00019","CURSADA"
"E00010",2015,1,0.00324339014916305,"A00020","CURSADA"
"E00011",2010,1,0.00859498389528208,"A00074","CURSADA"
"E00011",2010,1,0.00583810226849349,"A00075","CURSADA"
"E00011",2010,1,0.00372989867153751,"A00080","CURSADA"
"E00011",2010,1,0.00632461079086795,"A00077","CURSADA"
"E00011",2010,1,0.00210820359695598,"A00079","CURSADA"
"E00011",2010,1,0.00843281438782393,"A00078","CURSADA"
"E00011",2010,1,0,"A00076","CURSADA"
"E00011",2010,2,0.00778413635799132,"A00075","CURSADA"
"E00011",2010,2,0.00697328882070056,"A00077","CURSADA"
"E00011",2010,2,0.00389206817899566,"A00080","CURSADA"
"E00011",2010,2,0,"A00079","ANULADA"
"E00011",2010,2,0.00664894980578425,"A00082","CURSADA"
"E00011",2011,1,0,"A00092","ANULADA"
"E00011",2011,1,0.00859498389528208,"A00056","CURSADA"
"E00011",2011,1,0.00194603408949783,"A00079","CURSADA"
"E00011",2011,1,0.00567593276103534,"A00080","CURSADA"
"E00012",2010,1,0.00908149241765654,"A00074","CURSADA"
"E00012",2010,1,0.00356772916407936,"A00075","CURSADA"
"E00012",2010,1,0.00518942423866088,"A00080","CURSADA"
"E00012",2010,1,0.0064867802983261,"A00077","CURSADA"
"E00012",2010,1,0.00324339014916305,"A00079","CURSADA"
"E00012",2010,1,0.00600027177595164,"A00078","CURSADA"
"E00012",2010,1,0,"A00076","CURSADA"
"E00012",2011,1,0.00567593276103534,"A00075","CURSADA"
"E00012",2011,1,0,"A00076","CURSADA"
"E00012",2011,1,0.00810847537290763,"A00078","CURSADA"
"E00012",2011,1,0.00372989867153751,"A00080","CURSADA"
"E00012",2011,1,0,"A00079","ANULADA"
"E00012",2011,2,0.00454074620882827,"A00075","CURSADA"
"E00012",2011,2,0.00356772916407936,"A00080","CURSADA"
"E00012",2011,2,0,"A00079","CURSADA"
"E00013",2012,1,0.00713545832815871,"A00074","CURSADA"
"E00013",2012,1,0.00227037310441414,"A00075","CURSADA"
"E00013",2012,1,0,"A00076","CURSADA"
"E00013",2012,1,0.00437857670137012,"A00077","CURSADA"
"E00013",2012,1,0.00875715340274024,"A00078","CURSADA"
"E00013",2012,1,0,"A00079","CURSADA"
"E00013",2012,1,0,"A00080","CURSADA"
"E00013",2012,2,0.00940583143257285,"A00082","RECONOCIDA"
"E00013",2012,2,0.00178386458203968,"A00075","CURSADA"
"E00013",2012,2,0,"A00080","CURSADA"
"E00013",2012,2,0,"A00079","CURSADA"
"E00013",2012,2,0.00210820359695598,"A00077","CURSADA"
"E00014",2010,1,0.0100545094624055,"A00074","CURSADA"
"E00014",2010,1,0.0102166789698636,"A00075","CURSADA"
"E00014",2010,1,0.00843281438782393,"A00080","CURSADA"
"E00014",2010,1,0.0092436619251147,"A00077","CURSADA"
"E00014",2010,1,0.00778413635799132,"A00079","CURSADA"
"E00014",2010,1,0.00973017044748915,"A00078","CURSADA"
"E00014",2010,1,0,"A00076","CURSADA"
"E00014",2010,2,0.00664894980578425,"A00093","CURSADA"
"E00014",2010,2,0.0103788484773218,"A00081","CURSADA"
"E00014",2010,2,0.00908149241765654,"A00056","CURSADA"
"E00014",2010,2,0.0061624412834098,"A00057","CURSADA"
"E00014",2010,2,0.00745979734307502,"A00059","CURSADA"
"E00014",2010,2,0.00875715340274024,"A00058","CURSADA"
"E00014",2010,2,0.00713545832815871,"A00082","CURSADA"
"E00014",2011,1,0.00745979734307502,"A00062","CURSADA"
"E00014",2011,1,0.009568000940031,"A00061","CURSADA"
"E00014",2011,1,0.0061624412834098,"A00060","CURSADA"
"E00014",2011,1,0.00551376325357719,"A00064","CURSADA"
"E00014",2011,1,0.00567593276103534,"A00063","CURSADA"
"E00014",2011,1,0.0064867802983261,"A00057","CURSADA"
"E00014",2011,2,0,"A00010","ANULADA"
"E00014",2011,2,0.00778413635799132,"A0002","CURSADA"
"E00014",2011,2,0.0064867802983261,"A00065","CURSADA"
"E00014",2011,2,0.00794630586544947,"A0005","CURSADA"
"E00014",2011,2,0.00762196685053317,"A00064","CURSADA"
"E00014",2011,2,0.0064867802983261,"A00063","CURSADA"
"E00014",2012,1,0.0092436619251147,"A00013","CURSADA"
"E00014",2012,1,0.0107031874922381,"A00060","CURSADA"
"E00014",2012,1,0.00843281438782393,"A00011","CURSADA"
"E00014",2012,1,0.00697328882070056,"A00012","CURSADA"
"E00014",2012,1,0.00794630586544947,"A0003","CURSADA"
"E00014",2012,1,0.00713545832815871,"A0004","CURSADA"
"E00014",2012,2,0.00827064488036578,"A0006","CURSADA"
"E00014",2012,2,0.0108653569996962,"A00083","CURSADA"
"E00014",2012,2,0.00778413635799132,"A00010","CURSADA"
"E00014",2012,2,0.009568000940031,"A00025","CURSADA"
"E00014",2012,2,0.00859498389528208,"A00022","CURSADA"
"E00014",2012,2,0.00843281438782393,"A0009","CURSADA"
"E00014",2012,2,0.00762196685053317,"A0001","CURSADA"
"E00014",2013,1,0.00810847537290763,"A00024","CURSADA"
"E00014",2013,1,0.00810847537290763,"A00017","CURSADA"
"E00014",2013,1,0.00875715340274024,"A00016","CURSADA"
"E00014",2013,1,0.00908149241765654,"A00018","CURSADA"
"E00014",2013,1,0.00664894980578425,"A00020","CURSADA"
"E00014",2013,1,0.00891932291019839,"A00019","CURSADA"
"E00014",2013,2,0.00794630586544947,"A00031","CURSADA"
"E00014",2013,2,0.00729762783561686,"A00048","CURSADA"
"E00014",2013,2,0.00405423768645381,"A0007","CURSADA"
"E00014",2013,2,0.00843281438782393,"A00021","CURSADA"
"E00014",2013,2,0.00973017044748915,"A0008","CURSADA"
"E00014",2013,2,0.00827064488036578,"A00034","CURSADA"
"E00014",2013,2,0.00827064488036578,"A00033","CURSADA"
"E00014",2013,2,0.0103788484773218,"A00023","CURSADA"
"E00014",2013,2,0.0092436619251147,"A00032","CURSADA"
"E00014",2014,1,0.009568000940031,"A00035","CURSADA"
"E00014",2014,1,0.00827064488036578,"A00036","CURSADA"
"E00014",2014,1,0.00827064488036578,"A00028","CURSADA"
"E00014",2014,1,0.00729762783561686,"A00038","CURSADA"
"E00014",2014,1,0.0102166789698636,"A00030","CURSADA"
"E00014",2014,1,0,"A00037","CURSADA"
"E00014",2014,2,0.0098923399549473,"A00039","CURSADA"
"E00014",2014,2,0.00729762783561686,"A00015","CURSADA"
"E00014",2014,2,0.00810847537290763,"A00040","CURSADA"
"E00014",2014,2,0.00827064488036578,"A0007","CURSADA"
"E00014",2014,2,0,"A00042","CURSADA"
"E00014",2014,2,0.00875715340274024,"A00041","CURSADA"
"E00014",2014,2,0.0098923399549473,"A00043","CURSADA"
"E00014",2014,2,0.00843281438782393,"A00044","CURSADA"
"E00014",2015,1,0.00973017044748915,"A00094","CURSADA"
"E00014",2015,1,0.0111896960146125,"A00095","CURSADA"
"E00014",2015,1,0.0107031874922381,"A00096","CURSADA"
"E00014",2015,1,0.0100545094624055,"A00054","CURSADA"
"E00014",2015,1,0,"A00051","CURSADA"
"E00014",2015,1,0.00843281438782393,"A00053","CURSADA"
"E00014",2015,1,0.0111896960146125,"A00045","CURSADA"
"E00015",2015,1,0.00389206817899566,"A00067","CURSADA"
"E00015",2015,1,0.00940583143257285,"A00066","CURSADA"
"E00015",2015,1,0.00827064488036578,"A00068","CURSADA"
"E00015",2015,1,0,"A00069","CURSADA"
"E00015",2015,1,0.00259471211933044,"A00070","CURSADA"
"E00015",2015,2,0.0064867802983261,"A00067","CURSADA"
"E00015",2015,2,0.00583810226849349,"A00071","CURSADA"
"E00015",2015,2,0.00324339014916305,"A00070","CURSADA"
"E00015",2015,2,0.0092436619251147,"A00072","CURSADA"
"E00015",2015,2,0.00405423768645381,"A00069","CURSADA"
"E00015",2015,2,0,"A00073","CURSADA"
"E00016",2009,1,0.00681111931324241,"A0002","CURSADA"
"E00016",2009,1,0.00697328882070056,"A00057","CURSADA"
"E00016",2009,1,0,"A0004","ANULADA"
"E00016",2009,1,0.00567593276103534,"A0005","CURSADA"
"E00016",2009,2,0.00908149241765654,"A00083","CURSADA"
"E00016",2009,2,0.00600027177595164,"A00065","CURSADA"
"E00016",2009,2,0.00908149241765654,"A0001","CURSADA"
"E00016",2009,2,0.00518942423866088,"A0004","CURSADA"
"E00016",2010,1,0.00729762783561686,"A00010","CURSADA"
"E00016",2010,1,0.00681111931324241,"A00011","CURSADA"
